manual,pagina,arquivo_imagem,texto_extraido
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,524,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_524.png,"Informag6es adicionais

Procedimento para
montagem em campo

No. 6050

Instalagao do _ tubodo

corrimao

Descrigao da operagao:
Instale o tubo.

No. da pega Denominagao da peca Qtde. Condigao (numero da lista de pegas)
(1) | 42C-54-15350XC TUBO 2 | Envio da unidade (No. W12-6-6050)
(2) | 01024-D1235 PARAFUSO, SEMS 4 Instalado temporariamente no suporte
Precaucgdes Ferramentas especiais Equipamento utilizado

Modelo Qtde.

Modelo

Unidades

464

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,525,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_525.png,"Informag6es adicionais

Procedimento para
montagem em campo

No. 6100

Instalagao

do corrimao do _ para-choque

465

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,526,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_526.png,"Descricao da operagao:
Instale o corrimao do para-choque.

No. da pega Denominagao da peca

aide. |

Condic¢do (numero da lista de pegas)

= 42C-46-15333XC_| CORRIMAO ESQ.

Envio da unidade (No. W12-6-6100)

42C-46-1534A CORRIMAO DIR. Ass'y

(1)

6) W: 2 lugares x 2
Mesmo processo nos
lados direito e esquerdo

5) *: 4 lugares x 2

Mesmo processo nos lados
direito e esquerdo

Vista Z 3

Nota

* Se a borracha estiver frouxa, reinstale
conforme o procedimento a seguir.

Procedimento

1. Instale o suporte.

-| 2. Apos instalar o suporte na

=| borracha, puxe para eliminar a
folga da borracha e instale o
corrimao com o grampo em U.

3. Instale da mesma forma que
no passo 2.

Envio da unidade (No. W12-6-6100)

(7) @: 4 lugares

Precaugdes Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo Unidades

Guindaste: 50 t 1

466

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,527,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_527.png,"Informag6es adicionais

Procedimento para

montagem em campo Instalagao do corrimao do _ para-choque

(Especificagaoda bancada do extintor de

No. 6105 incéndio)

Descricgao da operagao:

[| _No.dapeca | Denominagao da peca [ atde. | Condigao (numero da lista de pegas)
[ (1) | 42C-46-15333xC_] CORRIMAO ESQ. Envio da unidade (No. W12-6-6105)
42C-46-15651XC_| CORRIMAO DIR. | 1 | Envio da unidade (No. W12-6-6105)

42C-46-1547A | Conj.daBORRACHA | _1_[ Envio da unidade (No. W12-6-6105)
[ (4) | 01024-D1230 PARAFUSO, SEMS [ 38 | Instalado temporariamente no para-choque
() 01024-D1020 PARAFUSO, SEMS [ 2 | Instalado temporariamente no para-choque

(5) W: 2 lugares

(4) *: 4 lugares x 2

Mesmo processo nos lados
direito e esquerdo

Procedimento

1. Instale o suporte.

2. Apos instalar o suporte na
borracha, puxe para eliminar a
folga da borracha e instale 0
corrimao com o grampo em U.

3. Instale da mesma forma que
no passo 2.

Vista X

Instale o corrimao do para-choque.
Instale o para-lama.

Precaugdes Ferramentas especiais Equipamento utilizado

Modelo Qtde. Modelo Unidades

467
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,528,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_528.png,"Guindaste: 50 t

Informagées adicionais
Cod. de vendas: 6XA76 (bancada do extintor de incéndio)

Procedimento para
montagem em campo

No. 6107

Instalagao

do corrimao do_para-choque
(EspecificagaoPDI)

468

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,529,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_529.png,"Descric¢ao da operacao:

Instale o corrimao e a borracha no para-choque.

1690

No. da pega | Denominagdo da pega | Qtde. Condigao (ntimero da lista de pegas)
(1) | 42C-46-1581A | Conj da BORRACHA 1 | Envio da unidade (No. W12-6-6107) . . ~
Procedimento de instalagao da borracha
(2) | 01024-D1020 | PARAFUSO, SEMS. 5 _ | Instalado temporariamente no para-choque a
1. Puxe o suporte para eliminar a folga da
(3) | 01024-D1025 | PARAFUSO, SEMS. 2 | Instalado temporariamente na escada lborracha e, em seguida, fixe o suporte.
(4) | 42C-46-1547A | Conj da BORRACHA 1 Envio da unidade (No. W12-6-6107) 2. Instale o segundo da mesma forma que o
(5) | 07283-33442 | GRAMPO 2 Instalado temporariamente na borracha (4) |primeiro.
(6) | 01597-01009 | PORCA 4 | Instalado temporariamente na borracha (4)
(7) | 01643-31032 | ARRUELA 4 | Instalado temporariamente na borracha (4)
(8) | 42C-964-208A | CORRIMAO, DIR. 1 | Envio da unidade (No. W12-6-6107)
(9) | 01024-D1230 | PARAFUSO, SEMS. 4 | Instalado temporariamente no para-choque

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo

Qtde. Modelo

Unidades

Guindaste: 50 t

1

469
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,530,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_530.png,"Informag6es adicionais

Procedimento para

No. 6110

montagem em campo Instalagdo

da comportano para-choque
(EspecificagaoPDI)

Descrigao da operagao:
Instale a comporta no para-choque.

ont :

Za

DOXJDUHV]}

No. da pega Denominagao da peca Qtde. Condigao (numero da lista de pegas)
(1) | 42C-964-203A Conj. da COMPORTA 1 Envio da unidade (No. W12-6-6110)
(2) | 01024-D1020 PARAFUSO, SEMS 4 Instalado temporariamente no corrimao
Precaugdes Ferramentas especiais Equipamento utilizado

470

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,531,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_531.png,"Modelo Qtde. Modelo Unidades

Guindaste: 50 t 1

Informagées adicionais

Procedimento para
montagem em campo

No. 6400

Instalagd@o da bancada do extintor de
incéndio (1) (Especificagaoda bancada
do extintor de _  incéndio)

471

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,532,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_532.png,"Descrigao da operacao:

7RUTXHGHDSHUWRD1PDNJP.

Instale a bancada do extintor de incéndio na caixa de bateria direita.

,;GHDO1PNJP
I6lIHomR$$) OXJDUHV
No. da pega Denominagao da peca_| Qtde. Condigao (numero da lista de pegas)

(1) | 42C-Z89-582A SUPORTE 1 Envio da unidade (No. W12-6-6400)
(2) | 01011-82010 PARAFUSO. 4 Instalado temporariamente no suporte (1)
(3) | 01643-32060 ARRUELA 4 Instalado temporariamente no suporte (1)
(4) | 01580-12016 PORCA 4 Instalado temporariamente no suporte (1)
(5) | 566-54-12213 COXIM 8 Instalado temporariamente no suporte (1)
(6) | 566-54-21910 BUCHA 4 Instalado temporariamente no suporte (1)
(7) | 566-54-21920 PLACA 8 Instalado temporariamente no suporte (1)

Precaugdes

Ferramentas especiais

Equipamento utilizado

472

Modelo Qtde. Modelo

Unidades

Guindaste: 50 t

1

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,533,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_533.png,"Informag6es adicionais

Céd. de vendas: 6XA76 (bancada do extintor de incéndio)

Procedimento para
montagem em campo

No. 6410

incéndio (2)

do

Instalagd@o da bancada do extintor de
(Especificagaoda bancada

extintor de  incéndio)

Descric¢ao da operacao:

Instale o para-lama na bancada do extin

lor de incéndio.

(1)

No. dapega | Denominagao da peca |Qtde. Condigao (numero da lista de pecas)
,GHDO1PNJP
7RUTXHGHDSHUWRD1PDNJP_
(1) | 42¢-z89-581A | SUPORTE 1 | Envio da unidade (No. W12-6-6410) Loe CCN DSHUWRD. {PDNUP .GHDOIPNUP
(2) | 01011-82010 | PARAFUSO. 3 | Instalado temporariamente no suporte (1)
(3) | 01643-32060 | ARRUELA 3 | Instalado temporariamente no suporte (1)
(4) | 01580-12016 | PORCA 3 | Instalado temporariamente no suporte (1)
(5) | 566-54-12213 | COXIM 6 | Instalado temporariamente no suporte (1)
(6) | 566-54-21910 | BUCHA 3 | Instalado temporariamente no suporte (1)
(7) | 566-54-21920 | PLACA 6 | Instalado temporariamente no suporte (1)
(8) | 42C-Z89-5841 | TAMPA 1 | Envio da unidade (No. W12-6-6410)
(9) | 01024-81020 | PARAFUSO, SEMS. 6 | Instalado temporariamente na tampa (8)
(10)| 01010-81435 | PARAFUSO 8 | Instalado temporariamente no suporte (1) e suporte n° 6400
(1)
(11)] 01643-31445 | ARRUELA 8 | Instalado temporariamente no suporte (1) e suporte n° 6400

ot |
6HomR$$
OXJDUHV

TRUTXHGHDSHUWRD1PDNJP

473

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,534,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_534.png,"Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo

Qtde.

Modelo

Unidades

Guindaste: 50 t

1

Informagées adicionais

Cod. de vendas: 6XA76 (bancada do extintor de incéndio)

Procedimento para
montagem em campo

No. 6420

Instalagao do corrimao na_ bancada do
extintor de incéndio (Especificagaoda
bancada do extintor de
incéndio)

474

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,535,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_535.png,"Descrigao da operagao:

Instale 0 corrimao na bancada do extintor de incéndio.

DOXJDUHV

No. da pega Denominagao da pega | Qtde. Condigao (numero da lista de pegas)
(1) | 42C-Z89-5682 CORRIMAO 1 Envio da unidade (No. W12-6-6420)
(2) | 01024-D1235 PARAFUSO, SEMS. 14 Instalado temporariamente no suporte de extintor de incéndio

Precaugdes

Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo

Unidades

Guindaste: 50 t

1

475

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,536,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_536.png,"Informagées adicionais
Cod. de vendas: 6XA76 (bancada do extintor de incéndio)

Procedimento para
montagem em campo

Instalagao

da luz de adverténcia  giratoria
amarela (especificagaoda luz de

No. 7500 adverténcia giratoria _amarela)
No. da pega | Denominacéo da pega | Qtde. Condigao (numero da lista de pecas)
Conj. da LUZ DE

(1) | 423-957-412A | anveRTENCIA 2 | Envio da unidade (No. W12-6-7500)

(2) | 01024-81220 | PARAFUSO, SEMS 8 | Instalado temporariamente na estrutura ROPS.
(3) | 42C-957-1220 | CHICOTE DE FIACAO. 1 Instalado temporariamente na estrutura ROPS
(4) | 600-051-2100 | GRAMPO 3 | Instalado temporariamente na estrutura ROPS
(5) | 01024-81016 | PARAFUSO, SEMS 3 | Instalado temporariamente na estrutura ROPS
(6) | 42C-957-1231 | TAMPA 1 Instalado temporariamente na estrutura ROPS
(7) | 01024-81016 | PARAFUSO, SEMS 4 | Instalado temporariamente na estrutura ROPS.

476

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,537,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_537.png,"Descricgao da operacgao:
Instale a luz de adverténcia giratoria amarela

Precaugdes Ferramentas especiais Equipamento utilizado

Antes de conectar o conector, verifique se ha Modelo Qtde. Modelo Unidades

ae 5 s ;
poetra, Impurezas, Oleo OU agua Guindaste: 50 t 1

477
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,538,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_538.png,"Informagées adicionais
Cod. de vendas: 6XA36A (luz de adverténcia giratéria amarela)

Procedimento para
montagem em campo

No. 7520

Instalagao

da

luz de adverténcia  giratoria

amarela (EspecificagaoPDI luz de

adverténcia

giratoria amarela)

Descrigao da operagao:
Instale a luz de adverténcia giratoria amarela.

(* Para Especificagao PDI, a luz de adverténcia e a cobertura da luz sao fornecidas no campo.)

‘HWDOKHVGDSDUWH3

No. da pega Denominagao da peca Qtde. Condicao (numero da lista de pecas)
(1) | 427-06-23331 SUPORTE 1 Instalado temporariamente na estrutura ROPS
(2) | 01024-81020 PARAFUSO, SEMS. 4 Instalado temporariamente na estrutura ROPS
(3) | 01024-81016 PARAFUSO, SEMS. 4 Instalado temporariamente na estrutura ROPS
(4) | 42C-Z89-6580 TAMPA 1 Instalado temporariamente na estrutura ROPS
(5) | 01024-81016 PARAFUSO, SEMS. 2 Instalado temporariamente na estrutura ROPS
(6) | 600-051-2080 GRAMPO 1 Instalado temporariamente na estrutura ROPS
(7) | 01024-81016 PARAFUSO, SEMS. 1 Instalado temporariamente na estrutura ROPS

Precaucgdes

Ferramentas especiais

Equipamento utilizado

Modelo Qtde.

Modelo Unidades

478

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,539,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_539.png,"Antes de conectar o conector, verifique se ha
poeira, impurezas, dleo ou agua.

Informag6es adicionais
Céd. de vendas: 6XA999025 (Luz sinalizadora estroboscépica PDI)

Procedimento para
montagem em campo

No. 7530

Instalagao do temporizador do
turbocompressor
(Especificagao PDI)

479

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,540,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_540.png,"Descrigao da operagao:
Programe o temporizador do turbocompressor (Pega adquirida localmente:

Fabricante: Muirhead, Modelo N°: 9087).
Instale o temporizador do turbocompressor e conecte a fiagao.

8 QLGDGHG
WHPSRULID

, QWHUUXSWRUGHFDOFH
GRWHPSRULJDGR
IGLFDGRY

&KLFRWHDGDSWDGRUHP*
LQVWDODomRGRWHPSRULJDG
XVDUDSHQDVFRQHFWR

8 QLGDGHGRWHPSRUL|
‘GRWXUERFRPSUHVVA

&KLFRWHDGDSWDGRUHP/SDUDLQVWDODomRGRWHPSRULIDGR | $ a>
)LIDUFRPSDUDIXVRVO _| —

,QVWDOHLQWHUUXSWRUGHFDQFHODPH.
RWHPSRUL]DGRUGRWXUERFRPSUHVVRU

CN=PLRI CN-PLR2

n-PLg

480

|, QWHUUXS: |
5 = 6HomR$$
,awHuuxs [i], ®
eSRVVtYHOFRQILJXUDURWHPSRHPSDGU}HVFRPELQDQGR),*$#2(6/,""$'2GRVLQWHUUXSWRUHVH a
a 2) | 2 2) | 2 2. [a 2)
,QWHUUXSWRU
,QWHUUXSWRU
S$MXVWDUWHPSR|
>PLA@
Precaucgdes Ferramentas especiais Equipamento utilizado
Modelo Qtde. Modelo Unidades

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,541,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_541.png,"Informag6es adicionais
Céd. de vendas: 6XF999025 (Temporizador turbo do motor PDI)

Procedimento para
montagem em campo

No. 8000

Precaugoes

na_ tubulagao
condicionado

do ar-

481

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,542,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_542.png,"Cuidados ao reabastecer com gas refrigerante:
3. Mantenha a temperatura ambiente acima de 3°C. (O sistema nao funciona abaixo de 3°C.)

4. Use gas freon (R134a) como refrigerante.

5. Antes de reabastecer com refrigerante, realize evacuagao completa pelo método de evacuagao repetida. (Vacuo final:
750 mmAg ou mais)

6. A quantidade de refrigerante é de 1,3 a 1,5 kg como referéncia.
7. Evite que o freon liquido entre no sistema por erro operacional (como inverter a lata de gas).

8. Antes do reabastecimento, nao acione 0 compressor.

Teste apos a montagem:
1. Verifique se a quantidade de refrigerante esta normal. Critérios e agdes:
Pressao no lado de baixa Quantidade de bolhas Solucdo
pressdo do compressor no visor do receptor i
Sangre o refrigerante através da valvula
Excesso Min. 4.0 kg/om 2 Solugao no lado de baixa pressao do compressor
até que a quantidade de refrigerante seja
adequada.
Adequado 0.6 a 1.0 kg/cm 2 Fluxocontinu. =| = ------
Conecte 0 refrigerante ao compressor,
5 2 - conecte a mangueira de carga e adicione
Insuficiente Max. 0.60 kg/cm: Fluxo continuo. refrigerante até alcangar a quantidade
adequada.

2. Verifique a tensao da correia em V.

- Ajuste da tensao da correia:
Ajuste a tensao para que a correia flexione entre 9 e 12,5 mm quando pressionada com o dedo no centro entre a
polia do compressor e a polia de acionamento (a aproximadamente 10 kg).

V-VELT

COMPRESSOR PULLEY &RUUHLDHP
3ROLDGRFERPSUHV / =x
#fi
gi
. 3!
et Fa
\ CJ
ops Se \ oni ratte
wre» \SROEDGIRQDPHQ
Eos Y

3. Verifique se o ar condicionado funciona normalmente.

Cuidados ao degaseificar:
4. Antes de degaseificar, faga o retorno de dleo (retorne o dleo do compressor das tubulagdées para o compressor).

« Procedimento: coloque o ventilador na velocidade maxima e opere o ar-condicionado com o motor em baixa rotagao
por 5 minutos.

5. Inicie a degaseificagao pelo lado de alta pressao.

Cuidados com reparos:

1. Se um componente estiver com defeito e for necessario remover o refrigerante para reparo, apds o retorno do dleo,
utilize o manifold e remova o gas lentamente pelas valvulas de alta e baixa pressao do compressor. (Nunca remova as
tubulagdes sob pressao — risco extremo!)

2. Use dculos de protegao durante o reparo. (Contato do gas com os olhos pode causar cegueira.)
3. Nao execute o reparo em locais com poeira ou umidade.

4. Apos 0 servigo, verifique o nivel do dleo do compressor. (Quantidade especificada: 180 cc, ND-01L8)

Nunca armazene a maquina sem cabine exposta ao ar livre.
Caso seja inevitavel, proteja o equipamento do ar-condicionado contra entrada de agua da chuva.

Procedimento para
montagem em campo

482
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,543,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_543.png,"Reabastecimento com dleoe fluido de

No. 8100 .
arrefecimento

Oleo do motor: Capacidade especificada: 300 litros, Capacidade de reabastecimento: 280 litros, Tipo de dleo: EO 15W40-DH
Fluido de arrefecimento: 535 litros (Motor: 168 litros, Radiador: 269 litros, Resfriador do conversor de torque: 52 litros, Tubulagao:
46 litros)

Combustivel: 5.100 litros (Tanque esquerdo: 1.492,8 litros, Tanque central: 2.127,5 litros, Tanque direito: 1.492,8 litros) Tipo de
leo:

Oleo diesel

Oleo hidraulico: 1.300 litros, Tipo de dleo: TO10

Precaugdes Ferramentas especiais Equipamento utilizado

Modelo Qtde. Modelo Unidades

483
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,544,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_544.png,"Informag6es adicionais

Procedimento para Reabastecimento comfluido de
montagem em campo .
arrefecimento
No. 8105 (especificagaodo tipo de embalagem _ para

remessa por transporte terrestre)

Descric¢ao da operacao:
Reabasteca com fluido de arrefecimento.

No. da pega Denominagao da pega | Qtde. | Condigao (numero da lista de
pegas)

(1) | DCA75L Agente antiferrugem 1 Envio da unidade (No. W12-
6-2060)

Fluido de arrefecimento: 535 litros (incluindo 18,9 litros de agente anticorrosivo)
Para a quantidade de anticongelante, veja a tabela abaixo. (Motor: 168 litros, Radiador:
269 litros, Resfriador do conversor de torque: 52 litros, Tubulacgao: 46 litros)

$QWHVGHDGLFLRQDURIOXLGRGHDUUHIHFLPHQWRDGLFLRQHR
DJHQWHDQWLFRUURVLYR'&$OLWURVOLWURVjPiTXLQD

>a 7

Temperatura . . Quantidade de
Categoria ambiente minima (°C) Proporgao de mistura de anticongelante
anticongelante (%) (litros)
Area AA -50 64 330

Area D -10 30 155

Estes valores correspondem a 516,1 litros obtidos subtraindo 18,9 litros do agente anticorrosivo do total.

Precaugdes Ferramentas especiais Equipamento utilizado

484
"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,545,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_545.png,"Modelo Qtde. Modelo

Unidades

Informagées adicionais: Cod. de vendas: 7XC40 (tipo de
embalagem para remessa por transporte terrestre)

Procedimento para
montagem em campo

No. 8110

Abastecimento com Ooleo hidraulico

485

"
Montagem em campo WA1200-6 CARREGADEIRA DE RODAS.pdf,546,Montagem em campo WA1200-6 CARREGADEIRA DE RODAS_pagina_546.png,"Procedimento para abastecimento de dleo e ajuste do nivel de dleo
1. Preparagao

a. Remova os tamp6es com marca e (4 locais marcados por a) no topo do compartimento do filtro.
b. Abastega com dleo até que o nivel de dleo aparega no visor inferior, e aperte os tampdes.

2. Sangria de ar da bomba de pistao a-1. Afrouxe os tamp6es de sangria de ar com marca W (5 locais marcados por a)
no topo do tubo do lado de sucgao da bomba de carregadeira.

a-2. Aperte os tampdes quando o dleo comegar a sair e todo o ar for eliminado.
Para a-1 e a-2, faga a sangria de ar um local por vez, na ordem de (1) a (5).

b-1. Afrouxe os sangradores (2 locais marcados por a) no topo da bomba de diregao e da bomba de chave. b-2.
Aperte os sangradores quando o dleo comegar a sair e todo o ar for eliminado.
Para b-1 e b-2, faga a sangria um local por vez obrigatoriamente.

3. Sangria de ar do sistema hidraulicoa.

= Apos abastecer com dleo novamente até o nivel aparecer no visor inferior, adicione 400 litros de dleo.

b. Acione o motor e deixe em baixa rotagao por aproximadamente 5 minutos, verificando se ha vazamento de dleo.

c. Com o motor em baixa rotagao, estenda e retraia cada um dos cilindros de diregao, cagamba e langa de 4a 5
vezes, evitando que cheguem ao fim de curso (pare cerca de 100 mm antes).

d. Em seguida, opere cada um dos cilindros até o fim de curso de 3 a 4 vezes. Pare o motor e afrouxe os tampdes de
sangria de ar com marca e (4 posicdes) na parte superior do compartimento do filtro, na ordem.e. Aperte os
tampdes quando o dleo comecar a sair e todo o ar for eliminado.

f. Coloque a maquina na posigao de verificagao de nivel de dleo e desligue o motor. Reabastega até que o nivel de
dleo aparega no visor inferior.

g. Aumente a rotagao do motor (cerca de 1500 rpm) e repita o procedimento até nao haver mais saida de ar na etapa
d.

Atengao: Se o motor funcionar em alta rotagao imediatamente apés a partida ou um cilindro for operado até o fim de
curso, 0 ar no interior do cilindro pode danificar o retentor do pistao.h. Apés concluir a sangria de ar, aperte o
tampao.

4. Verificagao do nivel de dleo

Coloque a maquina na posigao de abastecimento de dleo e desligue o motor. Reabastega até que o nivel de dleo
fique visivel entre os visores superior e inferior.

-)DLIDGRAtYHOGHyO

IRFDOGREXMMRGHVDQJULDGH DHDGRQIHOGH OHR
DUGDERPEDGHFRPXWDomR Gxndtlithucnyorn

‘upumyxsHULRUGR

ILPLWHLOIHULRUG
QtYHOGHYOHR

SILVA

/REDOGREXMmRGHVDQJULDGHDUGDERPEDGDFDUUHJDGHLUD

2 ULILFLRGHYHULILFDor
aryHOLat

Precaugdes Informagées adicionais

Procedimento para
montagem em campo

486
"
